,Yaş,Kilometre,Motor Hacmi,Motor Gücü,Ortalama Yakıt Tüketimi,Depo Hacmi,Fiyat,log_Fiyat,Ford,Opel,Renault,Skoda,Toyota,Volkswagen,Vites Tipi,Hasar Durumu,Depo_Hacmi_Kullanabilirliği,Ters_Motor_Gücü,Yakıt_Ekonomisi,Engine_Ratio
283,7,115000.0,1395,125,5.2,50.0,885000,13.693342923990066,False,False,False,False,False,True,1.0,0,9.615384615384615,0.008,0.041600000000000005,11.16
284,10,75000.0,1197,105,5.4,55.0,875000,13.681979165339751,False,False,False,False,False,True,1.5,1,10.185185185185185,0.009523809523809525,0.051428571428571435,11.4
285,7,262000.0,1598,110,3.9,50.0,950000,13.764217263576723,False,False,False,False,False,True,1.5,0,12.820512820512821,0.00909090909090909,0.035454545454545454,14.527272727272727
286,7,129000.0,1422,90,3.4,45.0,660000,13.399995114002609,False,False,False,False,False,True,1.0,0,13.23529411764706,0.011111111111111112,0.03777777777777778,15.8
287,7,211000.0,1197,90,4.7,45.0,635000,13.36138027787483,False,False,False,False,False,True,1.5,0,9.574468085106382,0.011111111111111112,0.052222222222222225,13.3
288,10,113000.0,1199,75,3.8,45.0,499900,13.122163357401663,False,False,False,False,False,True,1.0,0,11.842105263157896,0.013333333333333334,0.050666666666666665,15.986666666666666
290,10,196000.0,1598,90,3.8,50.0,760000,13.541073712262515,False,False,False,False,False,True,1.0,0,13.157894736842106,0.011111111111111112,0.042222222222222223,17.755555555555556
291,10,178000.0,1199,75,3.4,45.0,590000,13.287877815881902,False,False,False,False,False,True,1.0,0,13.23529411764706,0.013333333333333334,0.04533333333333334,15.986666666666666
292,8,153000.0,1598,105,4.7,55.0,955500,13.769990042662466,False,False,False,False,False,True,1.5,0,11.702127659574467,0.009523809523809525,0.04476190476190477,15.219047619047618
293,10,118000.0,1598,90,4.2,45.0,690000,13.444446876573442,False,False,False,False,False,True,1.0,0,10.714285714285714,0.011111111111111112,0.04666666666666667,17.755555555555556
294,7,134000.0,1422,75,3.6,45.0,645000,13.37700559577791,False,False,False,False,False,True,1.0,1,12.5,0.013333333333333334,0.048,18.96
296,7,134000.0,1598,120,4.0,66.0,1395000,14.148404973237604,False,False,False,False,False,True,1.5,0,16.5,0.008333333333333333,0.03333333333333333,13.316666666666666
297,8,62000.0,1422,75,3.6,45.0,635000,13.36138027787483,False,False,False,False,False,True,1.0,1,12.5,0.013333333333333334,0.048,18.96
298,8,156000.0,1598,105,4.7,55.0,1075000,13.8878312195439,False,False,False,False,False,True,1.5,1,11.702127659574467,0.009523809523809525,0.04476190476190477,15.219047619047618
299,8,79000.0,1197,110,4.9,50.0,1015000,13.830399170458024,False,False,False,False,False,True,1.5,1,10.204081632653061,0.00909090909090909,0.04454545454545455,10.881818181818181
301,9,182000.0,1199,75,3.8,45.0,600000,13.304684934198283,False,False,False,False,False,True,1.0,0,11.842105263157896,0.013333333333333334,0.050666666666666665,15.986666666666666
302,7,84500.0,1197,105,4.9,55.0,798000,13.589863876431945,False,False,False,False,False,True,1.5,0,11.224489795918366,0.009523809523809525,0.046666666666666676,11.4
303,8,108850.0,1598,110,3.8,50.0,790000,13.579788224443204,False,False,False,False,False,True,1.0,0,13.157894736842106,0.00909090909090909,0.03454545454545454,14.527272727272727
304,6,135000.0,1598,120,4.0,66.0,1395000,14.148404973237604,False,False,False,False,False,True,1.5,0,16.5,0.008333333333333333,0.03333333333333333,13.316666666666666
305,7,75000.0,1197,90,4.7,45.0,755000,13.534473028231162,False,False,False,False,False,True,1.5,0,9.574468085106382,0.011111111111111112,0.052222222222222225,13.3
306,10,191000.0,1197,105,5.4,55.0,720000,13.487006490992238,False,False,False,False,False,True,1.5,0,10.185185185185185,0.009523809523809525,0.051428571428571435,11.4
307,7,183500.0,1598,120,4.0,66.0,965000,13.779883380321124,False,False,False,False,False,True,1.5,0,16.5,0.008333333333333333,0.03333333333333333,13.316666666666666
308,8,205000.0,1598,120,4.0,66.0,1350000,14.115615150414612,False,False,False,False,False,True,1.5,0,16.5,0.008333333333333333,0.03333333333333333,13.316666666666666
309,11,247000.0,1598,105,4.5,55.0,625000,13.345506928718539,False,False,False,False,False,True,1.0,0,12.222222222222221,0.009523809523809525,0.04285714285714286,15.219047619047618
310,6,71000.0,1197,105,5.0,55.0,787500,13.576618649681926,False,False,False,False,False,True,1.0,0,11.0,0.009523809523809525,0.04761904761904762,11.4
311,6,66000.0,1197,105,5.0,55.0,980000,13.795307850646754,False,False,False,False,False,True,1.0,1,11.0,0.009523809523809525,0.04761904761904762,11.4
312,11,185000.0,1598,105,4.7,55.0,695000,13.45166712454693,False,False,False,False,False,True,1.5,0,11.702127659574467,0.009523809523809525,0.04476190476190477,15.219047619047618
313,9,171000.0,1598,105,4.7,55.0,810000,13.604789526648622,False,False,False,False,False,True,1.5,1,11.702127659574467,0.009523809523809525,0.04476190476190477,15.219047619047618
314,8,142000.0,1598,120,4.0,66.0,1010000,13.825460888817442,False,False,False,False,False,True,1.5,0,16.5,0.008333333333333333,0.03333333333333333,13.316666666666666
315,10,190000.0,1197,105,4.8,50.0,810000,13.604789526648622,False,False,False,False,False,True,1.5,1,10.416666666666668,0.009523809523809525,0.045714285714285714,11.4
316,8,85000.0,1197,110,4.9,50.0,805000,13.5985975564007,False,False,False,False,False,True,1.0,1,10.204081632653061,0.00909090909090909,0.04454545454545455,10.881818181818181
317,11,175000.0,1198,70,5.5,45.0,555000,13.226723392728571,False,False,False,False,False,True,1.0,0,8.181818181818182,0.014285714285714285,0.07857142857142857,17.114285714285714
318,11,91000.0,1390,85,5.8,45.0,625000,13.345506928718539,False,False,False,False,False,True,1.5,1,7.758620689655173,0.011764705882352941,0.06823529411764706,16.352941176470587
319,8,310000.0,1598,120,4.0,66.0,1050000,13.864300722133706,False,False,False,False,False,True,1.5,1,16.5,0.008333333333333333,0.03333333333333333,13.316666666666666
320,2,40000.0,999,110,4.9,50.0,1300900,14.07856689058965,False,False,False,False,False,True,1.5,1,10.204081632653061,0.00909090909090909,0.04454545454545455,9.081818181818182
321,11,173000.0,1390,122,6.2,55.0,735000,13.507625778194974,False,False,False,False,False,True,1.0,1,8.870967741935484,0.00819672131147541,0.05081967213114755,11.39344262295082
322,6,149000.0,1598,120,4.0,66.0,1049000,13.863347887378435,False,False,False,False,False,True,1.0,1,16.5,0.008333333333333333,0.03333333333333333,13.316666666666666
323,5,55000.0,999,75,4.7,40.0,719500,13.48631180530956,False,False,False,False,False,True,1.0,1,8.51063829787234,0.013333333333333334,0.06266666666666668,13.32
324,9,96000.0,1197,105,4.9,50.0,910000,13.721199878493033,False,False,False,False,False,True,1.0,1,10.204081632653061,0.009523809523809525,0.046666666666666676,11.4
325,8,129000.0,1390,122,6.4,55.0,770000,13.554145793829866,False,False,False,False,False,True,1.0,1,8.59375,0.00819672131147541,0.05245901639344263,11.39344262295082
326,8,167000.0,1598,105,4.5,55.0,870000,13.676248490630767,False,False,False,False,False,True,1.0,1,12.222222222222221,0.009523809523809525,0.04285714285714286,15.219047619047618
327,8,221000.0,1598,120,4.0,66.0,962000,13.776769729647844,False,False,False,False,False,True,1.5,1,16.5,0.008333333333333333,0.03333333333333333,13.316666666666666
328,9,160000.0,1422,90,3.4,45.0,668000,13.412043452518782,False,False,False,False,False,True,1.0,1,13.23529411764706,0.011111111111111112,0.03777777777777778,15.8
330,7,88000.0,1598,110,3.9,50.0,1025000,13.840203170554645,False,False,False,False,False,True,1.5,1,12.820512820512821,0.00909090909090909,0.035454545454545454,14.527272727272727
331,7,133000.0,1598,120,4.0,66.0,1115000,13.924364962876357,False,False,False,False,False,True,1.0,1,16.5,0.008333333333333333,0.03333333333333333,13.316666666666666
332,10,167500.0,1390,122,6.2,55.0,765000,13.547631112808673,False,False,False,False,False,True,1.0,1,8.870967741935484,0.00819672131147541,0.05081967213114755,11.39344262295082
