;Ürün Kodu;Marka;Seri;Model;Araç Yılı;Kilometre;Vites Tipi;Yakıt Tipi;Kasa Tipi;Renk;Motor Hacmi;Motor Gücü;Çekiş Tipi;Ortalama Yakıt Tüketimi;Depo Hacmi;Boya/Değişen Bilgisi;Fiyat
1189;23505579;Skoda;SuperB;1.6 TDI Prestige;2013;250.000 km;Yarı Otomatik;Dizel;Sedan;Beyaz;1598 cc;105 hp;Önden Çekiş;4,6 lt;60 lt;"
Tamamı orjinal
";905.000
225;23761786;Skoda;SuperB;1.6 TDI Prestige;2013;270.000 km;Yarı Otomatik;Dizel;Sedan;Siyah;1598 cc;105 hp;Önden Çekiş;4,6 lt;60 lt;1 boyalı;795.000
333;23392660;Skoda;SuperB;1.6 TDI Active;2012;119.000 km;Düz;Dizel;Sedan;Beyaz;1598 cc;105 hp;Önden Çekiş;5 lt;60 lt;"
Tamamı orjinal
";720.000
378;23734873;Skoda;SuperB;1.6 TDI Active;2012;145.000 km;Düz;Dizel;Sedan;Beyaz;1598 cc;105 hp;Önden Çekiş;5 lt;60 lt;Belirtilmemiş;810.000
650;23684207;Skoda;SuperB;1.6 TDI Elegance;2012;153.000 km;Düz;Dizel;Sedan;Beyaz;1598 cc;105 hp;Önden Çekiş;5 lt;60 lt;Belirtilmemiş;915.000
54;23789909;Skoda;SuperB;1.6 TDI Comfort;2012;161.000 km;Düz;Dizel;Sedan;Beyaz;1598 cc;105 hp;Önden Çekiş;5 lt;60 lt;Belirtilmemiş;775.000
50;23790987;Skoda;SuperB;1.6 TDI Elegance;2012;167.000 km;Düz;Dizel;Sedan;Beyaz;1598 cc;105 hp;Önden Çekiş;5 lt;60 lt;2 değişen;820.000
496;23717392;Skoda;SuperB;1.6 TDI Comfort;2012;188.000 km;Düz;Dizel;Sedan;Beyaz;1598 cc;105 hp;Önden Çekiş;5 lt;60 lt;Belirtilmemiş;750.000
902;23616683;Skoda;SuperB;1.6 TDI Elegance;2012;200.000 km;Düz;Dizel;Sedan;Beyaz;1598 cc;105 hp;Önden Çekiş;5 lt;60 lt;"
Tamamı orjinal
";800.000
663;23679983;Skoda;SuperB;1.6 TDI Elegance;2012;210.000 km;Düz;Dizel;Sedan;Siyah;1598 cc;105 hp;Önden Çekiş;5 lt;60 lt;2 boyalı;835.000
745;23505414;Skoda;SuperB;1.6 TDI Comfort;2012;232.000 km;Düz;Dizel;Sedan;Mor;1598 cc;105 hp;Önden Çekiş;5 lt;60 lt;"
Tamamı orjinal
";774.950
1029;23575621;Skoda;SuperB;1.6 TDI Elegance;2012;241.650 km;Düz;Dizel;Sedan;Kırmızı;1598 cc;105 hp;Önden Çekiş;5 lt;60 lt;1 boyalı;659.000
184;22906214;Skoda;SuperB;1.6 TDI Active;2012;280.000 km;Düz;Dizel;Sedan;Siyah;1598 cc;105 hp;Önden Çekiş;5 lt;60 lt;5 boyalı;785.000
983;23225284;Skoda;SuperB;1.6 TDI Active;2012;295.000 km;Düz;Dizel;Sedan;Beyaz;1598 cc;105 hp;Önden Çekiş;5 lt;60 lt;1 boyalı;710.000
447;23137158;Skoda;SuperB;1.6 TDI Active;2012;368.000 km;Düz;Dizel;Sedan;Beyaz;1598 cc;105 hp;Önden Çekiş;5 lt;60 lt;Belirtilmemiş;610.000
158;23771029;Skoda;SuperB;1.6 TDI Comfort;2012;395.000 km;Düz;Dizel;Sedan;Siyah;1598 cc;105 hp;Önden Çekiş;5 lt;60 lt;1 değişen, 3 boyalı;575.000
664;23679603;Skoda;SuperB;1.6 TDI Elegance;2011;195.000 km;Düz;Dizel;Sedan;Füme;1598 cc;105 hp;Önden Çekiş;5 lt;60 lt;2 değişen, 5 boyalı;810.000
535;22418000;Skoda;SuperB;1.6 TDI Comfort;2011;215.000 km;Düz;Dizel;Kahverengi;Sedan;1598 cc;105 hp;Önden Çekiş;5 lt;60 lt;1 boyalı;750.000
738;23660689;Skoda;SuperB;1.6 TDI Elegance;2011;217.000 km;Düz;Dizel;Sedan;Gri (titanyum);1598 cc;105 hp;Önden Çekiş;5 lt;60 lt;1 boyalı;790.000
392;23210396;Skoda;SuperB;1.6 TDI Comfort;2011;230.000 km;Düz;Dizel;Sedan;Siyah;1598 cc;105 hp;Önden Çekiş;5 lt;60 lt;"
Tamamı orjinal
";810.000
1287;23130186;Skoda;SuperB;1.6 TDI Elegance;2011;242.000 km;Düz;Dizel;Sedan;Beyaz;1598 cc;105 hp;Önden Çekiş;5 lt;60 lt;1 boyalı;760.000
695;23671146;Skoda;SuperB;1.6 TDI Elegance;2011;260.000 km;Düz;Dizel;Sedan;Siyah;1598 cc;105 hp;Önden Çekiş;5 lt;60 lt;Belirtilmemiş;765.000
1057;23109340;Skoda;SuperB;1.6 TDI Comfort;2011;275.000 km;Düz;Dizel;Sedan;Siyah;1598 cc;105 hp;Önden Çekiş;5 lt;60 lt;Belirtilmemiş;685.000
48;23636097;Skoda;SuperB;1.6 TDI Comfort;2011;305.000 km;Düz;Dizel;Sedan;Siyah;1598 cc;105 hp;Önden Çekiş;5 lt;60 lt;3 boyalı;650.000
563;23560480;Skoda;SuperB;1.6 TDI Comfort;2011;550.000 km;Düz;Dizel;Sedan;Beyaz;1598 cc;105 hp;Önden Çekiş;5 lt;60 lt;Belirtilmemiş;560.000
731;23662605;Skoda;SuperB;1.6 TDI Comfort;2010;206.000 km;Düz;Dizel;Sedan;Siyah;1598 cc;105 hp;Önden Çekiş;5 lt;60 lt;"
Tamamı orjinal
";775.000
328;23597671;Skoda;SuperB;2.0 TDI Prestige;2018;225.000 km;Yarı Otomatik;Dizel;Hatchback/5;Siyah;1968 cc;190 hp;Önden Çekiş;4,5 lt;66 lt;1 değişen;1.475.000
400;23585525;Skoda;SuperB;2.0 TDI Prestige;2016;155.000 km;Yarı Otomatik;Dizel;Hatchback/5;Füme;1968 cc;190 hp;Önden Çekiş;4,5 lt;66 lt;Belirtilmemiş;1.385.000
696;23669233;Skoda;SuperB;2.0 TDI Prestige;2016;232.000 km;Yarı Otomatik;Dizel;Hatchback/5;Siyah;1968 cc;190 hp;Önden Çekiş;4,5 lt;66 lt;1 değişen, 3 boyalı;1.250.000
547;23709615;Skoda;SuperB;1.5 TSI Prestige;2023;10.000 km;Yarı Otomatik;Benzin;Hatchback/5;Mavi (metalik);1498 cc;150 hp;Önden Çekiş;5,4 lt;66 lt;Belirtilmemiş;2.029.000
788;23647047;Skoda;SuperB;1.5 TSI Elite;2023;14.000 km;Yarı Otomatik;Benzin;Hatchback/5;Siyah;1498 cc;150 hp;Önden Çekiş;5,4 lt;66 lt;1 değişen;1.600.000
682;23553185;Skoda;SuperB;1.5 TSI Prestige;2023;6.032 km;Yarı Otomatik;Benzin;Hatchback/5;Siyah;1498 cc;150 hp;Önden Çekiş;5,4 lt;66 lt;"
Tamamı orjinal
";2.059.000
857;23467146;Skoda;SuperB;1.5 TSI Prestige;2023;6.150 km;Yarı Otomatik;Benzin;Hatchback/5;Füme;1498 cc;150 hp;Önden Çekiş;5,4 lt;66 lt;"
Tamamı orjinal
";2.039.000
646;23647147;Skoda;SuperB;1.5 TSI Elite;2023;6.548 km;Yarı Otomatik;Benzin;Hatchback/5;Siyah;1498 cc;150 hp;Önden Çekiş;5,4 lt;66 lt;"
Tamamı orjinal
";1.600.000
78;23704752;Skoda;SuperB;1.5 TSI L&K Crystal;2023;9.000 km;Yarı Otomatik;Benzin;Hatchback/5;Siyah;1498 cc;150 hp;Önden Çekiş;5,4 lt;66 lt;"
Tamamı orjinal
";2.375.000
445;23578358;Skoda;SuperB;1.5 TSI Prestige;2022;130.000 km;Yarı Otomatik;Benzin;Hatchback/5;Gri (titanyum);1498 cc;150 hp;Önden Çekiş;5,4 lt;66 lt;Belirtilmemiş;1.710.000
584;23700117;Skoda;SuperB;1.5 TSI Prestige;2022;40.200 km;Yarı Otomatik;Benzin;Hatchback/5;Siyah;1498 cc;150 hp;Önden Çekiş;5,4 lt;66 lt;Belirtilmemiş;1.840.000
45;23637331;Skoda;SuperB;1.5 TSI Prestige;2022;42.000 km;Yarı Otomatik;Benzin;Hatchback/5;Füme;1498 cc;150 hp;Önden Çekiş;5,4 lt;66 lt;1 değişen;1.749.000
168;23618253;Skoda;SuperB;1.5 TSI Elite;2022;50.000 km;Yarı Otomatik;Benzin;Hatchback/5;Füme;1498 cc;150 hp;Önden Çekiş;5,4 lt;66 lt;"
Tamamı orjinal
";1.435.000
914;22679781;Skoda;SuperB;1.5 TSI Prestige;2022;6.250 km;Yarı Otomatik;Benzin;Sedan;Siyah;1498 cc;150 hp;Önden Çekiş;5,4 lt;66 lt;"
Tamamı orjinal
";2.040.000
768;23499129;Skoda;SuperB;1.5 TSI Prestige;2021;125.000 km;Yarı Otomatik;Benzin;Hatchback/5;Gri;1498 cc;150 hp;Önden Çekiş;5,5 lt;66 lt;"
Tamamı orjinal
";1.500.000
767;23499173;Skoda;SuperB;1.5 TSI Prestige;2021;129.000 km;Yarı Otomatik;Benzin;Hatchback/5;Gri;1498 cc;150 hp;Önden Çekiş;5,4 lt;66 lt;4 boyalı;1.475.000
779;22427954;Skoda;SuperB;1.5 TSI Prestige;2021;14.000 km;Yarı Otomatik;Benzin;Mavi (metalik);Hatchback/5;1498 cc;150 hp;Önden Çekiş;5,4 lt;66 lt;"
Tamamı orjinal
";1.850.000
81;23366925;Skoda;SuperB;1.5 TSI Premium;2021;193.389 km;Yarı Otomatik;Benzin;Hatchback/5;Gri;1498 cc;150 hp;Önden Çekiş;5,4 lt;66 lt;"
Tamamı orjinal
";1.160.000
570;23358500;Skoda;SuperB;1.5 TSI Prestige;2021;21.750 km;Yarı Otomatik;Benzin;-;Hatchback/5;1498 cc;150 hp;Önden Çekiş;5,4 lt;66 lt;"
Tamamı orjinal
";1.830.000
720;23509606;Skoda;SuperB;1.5 TSI Prestige;2021;27.000 km;Yarı Otomatik;Benzin;Hatchback/5;Gri;1498 cc;150 hp;Önden Çekiş;5,4 lt;66 lt;"
Tamamı orjinal
";1.930.000
892;23620311;Skoda;SuperB;1.5 TSI Comfort Plus;2021;31.000 km;Yarı Otomatik;Benzin;Hatchback/5;Gri;1498 cc;150 hp;Önden Çekiş;5,4 lt;66 lt;"
Tamamı orjinal
";1.400.000
74;23705305;Skoda;SuperB;1.5 TSI Premium;2021;33.000 km;Yarı Otomatik;Benzin;Hatchback/5;Gri (metalik);1498 cc;150 hp;Önden Çekiş;5,4 lt;66 lt;"
Tamamı orjinal
";1.359.750
88;23782439;Skoda;SuperB;1.5 TSI Prestige;2021;43.000 km;Yarı Otomatik;Benzin;Hatchback/5;Gri;1498 cc;150 hp;Önden Çekiş;5,4 lt;66 lt;"
Tamamı orjinal
";1.645.000
473;23724704;Skoda;SuperB;1.5 TSI Prestige;2021;43.000 km;Yarı Otomatik;Benzin;Hatchback/5;Gri;1498 cc;150 hp;Önden Çekiş;5,4 lt;66 lt;"
Tamamı orjinal
";1.644.000
792;23493764;Skoda;SuperB;1.5 TSI Elite;2021;52.000 km;Yarı Otomatik;Benzin;Hatchback/5;Beyaz;1498 cc;150 hp;Önden Çekiş;5,4 lt;66 lt;Belirtilmemiş;1.420.000
402;23300261;Skoda;SuperB;1.5 TSI Premium;2021;88.000 km;Yarı Otomatik;Benzin;Hatchback/5;Siyah;1498 cc;150 hp;Önden Çekiş;5,4 lt;66 lt;Belirtilmemiş;1.371.750
1011;22823911;Skoda;SuperB;1.5 TSI Elite;2020;108.000 km;Yarı Otomatik;Benzin;Hatchback/5;Gri (metalik);1498 cc;150 hp;Önden Çekiş;5,4 lt;66 lt;"
Tamamı orjinal
";1.360.000
136;23774905;Skoda;SuperB;1.5 TSI Premium;2020;199.000 km;Yarı Otomatik;Benzin;Hatchback/5;Siyah;1498 cc;150 hp;Önden Çekiş;5,4 lt;66 lt;Belirtilmemiş;1.430.000
51;23790171;Skoda;SuperB;1.5 TSI Prestige;2020;28.500 km;Yarı Otomatik;Benzin;Hatchback/5;Gri;1498 cc;150 hp;Önden Çekiş;5,4 lt;66 lt;"
Tamamı orjinal
";1.615.000
769;23498767;Skoda;SuperB;1.5 TSI Elite;2020;32.000 km;Yarı Otomatik;Benzin;Hatchback/5;Gri;1498 cc;150 hp;Önden Çekiş;5,4 lt;66 lt;"
Tamamı orjinal
";1.455.000
131;23625039;Skoda;SuperB;1.5 TSI Premium;2020;38.000 km;Yarı Otomatik;Benzin;Hatchback/5;Lacivert;1498 cc;150 hp;Önden Çekiş;5,4 lt;66 lt;"
Tamamı orjinal
";1.693.750
359;23057148;Skoda;SuperB;1.5 TSI Premium;2020;45.000 km;Yarı Otomatik;Benzin;Hatchback/5;Füme;1498 cc;150 hp;Önden Çekiş;5,4 lt;66 lt;"
Tamamı orjinal
";1.405.500
298;23751422;Skoda;SuperB;1.5 TSI Prestige;2020;55.000 km;Yarı Otomatik;Benzin;Hatchback/5;Beyaz;1498 cc;150 hp;Önden Çekiş;5,4 lt;66 lt;"
Tamamı orjinal
";1.500.000
600;23697990;Skoda;SuperB;1.5 TSI Elite;2020;58.500 km;Yarı Otomatik;Benzin;Hatchback/5;Gri (metalik);1498 cc;150 hp;Önden Çekiş;5,4 lt;66 lt;"
Tamamı orjinal
";1.484.000
1095;23548928;Skoda;SuperB;1.5 TSI Elite;2020;59.000 km;Yarı Otomatik;Benzin;Hatchback/5;Gri (metalik);1498 cc;150 hp;Önden Çekiş;5,4 lt;66 lt;3 boyalı;1.420.000
597;23698662;Skoda;SuperB;1.5 TSI Prestige;2020;6.013 km;Yarı Otomatik;Benzin;Hatchback/5;Beyaz;1498 cc;150 hp;Önden Çekiş;5,4 lt;66 lt;"
Tamamı orjinal
";1.900.000
434;23731105;Skoda;SuperB;1.5 TSI Premium;2020;75.000 km;Yarı Otomatik;Benzin;Hatchback/5;Beyaz;1498 cc;150 hp;Önden Çekiş;5,4 lt;66 lt;Belirtilmemiş;1.189.000
171;23620234;Skoda;SuperB;1.5 TSI Premium;2020;87.467 km;Yarı Otomatik;Benzin;Hatchback/5;Siyah;1498 cc;150 hp;Önden Çekiş;5,4 lt;66 lt;1 değişen, 1 boyalı;1.350.000
257;23229617;Skoda;SuperB;1.5 TSI Premium;2020;89.000 km;Yarı Otomatik;Benzin;Hatchback/5;Gri;1498 cc;150 hp;Önden Çekiş;5,4 lt;66 lt;2 değişen, 3 boyalı;1.249.500
432;23731227;Skoda;SuperB;1.5 TSI Premium;2020;94.000 km;Yarı Otomatik;Benzin;Hatchback/5;Gri;1498 cc;150 hp;Önden Çekiş;5,4 lt;66 lt;2 boyalı;1.169.000
881;23016653;Skoda;SuperB;1.5 TSI Elite;2019;144.000 km;Yarı Otomatik;Benzin;Hatchback/5;Gri;1498 cc;150 hp;Önden Çekiş;5,4 lt;66 lt;"
Tamamı orjinal
";1.348.000
887;23562153;Skoda;SuperB;1.5 TSI Premium;2019;33.000 km;Yarı Otomatik;Benzin;Hatchback/5;Gri (Gümüş);1498 cc;150 hp;Önden Çekiş;5,4 lt;66 lt;"
Tamamı orjinal
";1.449.500
1090;23552518;Skoda;SuperB;1.5 TSI Premium;2019;44.500 km;Yarı Otomatik;Benzin;Hatchback/5;Siyah;1498 cc;150 hp;Önden Çekiş;5,4 lt;66 lt;"
Tamamı orjinal
";1.450.000
1000;23582502;Skoda;SuperB;1.5 TSI Elite;2019;46.500 km;Yarı Otomatik;Benzin;Hatchback/5;Gri (Gümüş);1498 cc;150 hp;Önden Çekiş;5,4 lt;66 lt;1 değişen;1.430.000
716;23664613;Skoda;SuperB;1.5 TSI Premium;2019;70.000 km;Yarı Otomatik;Benzin;Hatchback/5;Yeşil (metalik);1498 cc;150 hp;Önden Çekiş;5,4 lt;66 lt;"
Tamamı orjinal
";1.465.000
901;23462011;Skoda;SuperB;1.5 TSI Premium;2020;178.000 km;Yarı Otomatik;LPG & Benzin;Hatchback/5;Gri (Gümüş);1498 cc;150 hp;Önden Çekiş;5,4 lt;66 lt;1 boyalı;1.235.000
875;23115221;Skoda;SuperB;1.4 TSI Style;2017;44.000 km;Yarı Otomatik;Benzin;Hatchback/5;Beyaz;1395 cc;150 hp;Önden Çekiş;5,1 lt;66 lt;"
Tamamı orjinal
";1.340.000
111;23776651;Skoda;SuperB;1.4 TSI Style;2017;82.500 km;Yarı Otomatik;Benzin;Hatchback/5;Beyaz;1395 cc;150 hp;Önden Çekiş;5,1 lt;66 lt;"
Tamamı orjinal
";1.240.000
236;23244741;Skoda;SuperB;1.4 TSI Style;2017;94.000 km;Yarı Otomatik;Benzin;Hatchback/5;Beyaz;1395 cc;150 hp;Önden Çekiş;5,1 lt;66 lt;Belirtilmemiş;1.300.000
1020;23214279;Skoda;SuperB;1.4 TSI Prestige;2015;122.900 km;Yarı Otomatik;Benzin;-;Hatchback/5;1395 cc;150 hp;Önden Çekiş;5,1 lt;66 lt;Belirtilmemiş;1.250.000
647;23683957;Skoda;SuperB;1.4 TSI Style;2015;76.000 km;Yarı Otomatik;Benzin;Hatchback/5;Beyaz;1395 cc;150 hp;Önden Çekiş;5,1 lt;66 lt;"
Tamamı orjinal
";1.260.000
56;23442065;Skoda;SuperB;1.6 TDI Premium;2020;101.000 km;Yarı Otomatik;Dizel;Hatchback/5;Gri;1598 cc;120 hp;Önden Çekiş;4,2 lt;66 lt;9 boyalı;1.199.750
73;23703107;Skoda;SuperB;1.6 TDI Elite;2020;102.000 km;Yarı Otomatik;Dizel;Hatchback/5;Siyah;1598 cc;120 hp;Önden Çekiş;4,2 lt;66 lt;"
Tamamı orjinal
";1.300.000
542;23289707;Skoda;SuperB;1.6 TDI Prestige;2020;103.000 km;Yarı Otomatik;Dizel;Hatchback/5;Gri (metalik);1598 cc;120 hp;Önden Çekiş;4,2 lt;66 lt;"
Tamamı orjinal
";1.505.000
575;23703448;Skoda;SuperB;1.6 TDI Prestige;2020;103.000 km;Yarı Otomatik;Dizel;Hatchback/5;Siyah;1598 cc;120 hp;Önden Çekiş;4,1 lt;66 lt;1 boyalı;1.550.000
771;23500199;Skoda;SuperB;1.6 TDI Premium;2020;103.924 km;Yarı Otomatik;Dizel;Hatchback/5;Gri;1598 cc;120 hp;Önden Çekiş;4,2 lt;66 lt;"
Tamamı orjinal
";1.398.900
471;23724589;Skoda;SuperB;1.6 TDI Prestige;2020;105.000 km;Yarı Otomatik;Dizel;Hatchback/5;Gri (metalik);1598 cc;120 hp;Önden Çekiş;4,2 lt;66 lt;Belirtilmemiş;1.568.000
668;23234546;Skoda;SuperB;1.6 TDI Prestige;2020;107.000 km;Yarı Otomatik;Dizel;Sedan;Gri;1598 cc;120 hp;Önden Çekiş;3,9 lt;66 lt;1 boyalı;1.499.750
1071;23559702;Skoda;SuperB;1.6 TDI Premium;2020;110.000 km;Yarı Otomatik;Dizel;Hatchback/5;Mavi;1598 cc;120 hp;Önden Çekiş;4,2 lt;66 lt;"
Tamamı orjinal
";1.579.000
374;23738711;Skoda;SuperB;1.6 TDI Premium;2020;111.000 km;Yarı Otomatik;Dizel;Hatchback/5;Gri;1598 cc;120 hp;Önden Çekiş;4,2 lt;66 lt;Belirtilmemiş;1.400.000
306;23379883;Skoda;SuperB;1.6 TDI Prestige;2020;115.000 km;Yarı Otomatik;Dizel;Hatchback/5;Gri (Gümüş);1598 cc;120 hp;Önden Çekiş;4,2 lt;66 lt;Belirtilmemiş;1.600.000
941;23473839;Skoda;SuperB;1.6 TDI Prestige;2020;118.000 km;Yarı Otomatik;Dizel;Hatchback/5;Gri (Gümüş);1598 cc;120 hp;Önden Çekiş;4,2 lt;66 lt;"
Tamamı orjinal
";1.550.000
667;23244496;Skoda;SuperB;1.6 TDI Prestige;2020;121.000 km;Yarı Otomatik;Dizel;Station wagon;Gri;1598 cc;120 hp;Önden Çekiş;3,9 lt;66 lt;5 boyalı;1.449.750
886;22305958;Skoda;SuperB;1.6 TDI Premium;2020;122.000 km;Yarı Otomatik;Dizel;Gri;Hatchback/5;1598 cc;120 hp;Önden Çekiş;4,2 lt;66 lt;2 değişen, 2 boyalı;1.219.750
916;23459115;Skoda;SuperB;1.6 TDI Elite;2020;122.000 km;Yarı Otomatik;Dizel;Hatchback/5;Lacivert;1598 cc;120 hp;Önden Çekiş;4,2 lt;66 lt;Belirtilmemiş;1.299.900
100;23779610;Skoda;SuperB;1.6 TDI Prestige;2020;130.000 km;Yarı Otomatik;Dizel;Station wagon;Gri (Gümüş);1598 cc;120 hp;Önden Çekiş;3,9 lt;66 lt;Belirtilmemiş;1.549.850
884;23461829;Skoda;SuperB;1.6 TDI Premium;2020;130.000 km;Yarı Otomatik;Dizel;Hatchback/5;Gri (metalik);1598 cc;120 hp;Önden Çekiş;4,2 lt;66 lt;Belirtilmemiş;1.590.000
806;23642290;Skoda;SuperB;1.6 TDI Comfort;2020;147.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1598 cc;120 hp;Önden Çekiş;4,1 lt;66 lt;"
Tamamı orjinal
";1.235.000
508;23715508;Skoda;SuperB;1.6 TDI Premium;2020;21.000 km;Yarı Otomatik;Dizel;Hatchback/5;Gri;1598 cc;120 hp;Önden Çekiş;4,2 lt;66 lt;"
Tamamı orjinal
";1.630.000
670;23428867;Skoda;SuperB;1.6 TDI Premium;2020;23.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1598 cc;120 hp;Önden Çekiş;4,2 lt;66 lt;"
Tamamı orjinal
";1.660.000
467;23724586;Skoda;SuperB;1.6 TDI Premium;2020;25.000 km;Yarı Otomatik;Dizel;Hatchback/5;Mavi (metalik);1598 cc;120 hp;Önden Çekiş;4,2 lt;66 lt;"
Tamamı orjinal
";1.550.000
252;23757622;Skoda;SuperB;1.6 TDI Prestige;2020;31.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1598 cc;120 hp;Önden Çekiş;4,2 lt;66 lt;3 boyalı;1.695.000
837;23113451;Skoda;SuperB;1.6 TDI Prestige;2020;37.000 km;Yarı Otomatik;Dizel;Hatchback/5;Siyah;1598 cc;120 hp;Önden Çekiş;4,2 lt;66 lt;"
Tamamı orjinal
";1.600.000
362;23269869;Skoda;SuperB;1.6 TDI Prestige;2020;39.450 km;Yarı Otomatik;Dizel;Hatchback/5;Gri (Gümüş);1598 cc;120 hp;Önden Çekiş;4,2 lt;66 lt;2 boyalı;1.699.750
859;23180562;Skoda;SuperB;1.6 TDI Prestige;2020;48.750 km;Yarı Otomatik;Dizel;Hatchback/5;Gri (metalik);1598 cc;120 hp;Önden Çekiş;4,2 lt;66 lt;2 boyalı;1.565.000
263;23756858;Skoda;SuperB;1.6 TDI Premium;2020;57.000 km;Yarı Otomatik;Dizel;Hatchback/5;Siyah;1598 cc;120 hp;Önden Çekiş;4,2 lt;66 lt;1 değişen, 3 boyalı;1.398.750
975;23595532;Skoda;SuperB;1.6 TDI Elite;2020;60.000 km;Yarı Otomatik;Dizel;Hatchback/5;Gri (titanyum);1598 cc;120 hp;Önden Çekiş;4,2 lt;66 lt;"
Tamamı orjinal
";1.460.000
230;23733054;Skoda;SuperB;1.6 TDI Prestige;2020;63.000 km;Yarı Otomatik;Dizel;Station wagon;Gri (Gümüş);1598 cc;120 hp;Önden Çekiş;3,9 lt;66 lt;Belirtilmemiş;1.589.000
363;23269788;Skoda;SuperB;1.6 TDI Prestige;2020;67.880 km;Yarı Otomatik;Dizel;Hatchback/5;Gri (Gümüş);1598 cc;120 hp;Önden Çekiş;4,2 lt;66 lt;1 değişen, 3 boyalı;1.499.990
773;23500005;Skoda;SuperB;1.6 TDI Premium;2020;71.530 km;Yarı Otomatik;Dizel;Hatchback/5;Gri;1598 cc;120 hp;Önden Çekiş;4,2 lt;66 lt;3 değişen, 2 boyalı;1.265.900
1044;23571518;Skoda;SuperB;1.6 TDI Prestige;2020;72.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1598 cc;120 hp;Önden Çekiş;4,2 lt;66 lt;"
Tamamı orjinal
";1.833.300
454;23293949;Skoda;SuperB;1.6 TDI Prestige;2020;72.044 km;Yarı Otomatik;Dizel;Hatchback/5;Gri;1598 cc;120 hp;Önden Çekiş;4,1 lt;66 lt;"
Tamamı orjinal
";1.595.950
685;23188101;Skoda;SuperB;1.6 TDI Prestige;2020;76.296 km;Yarı Otomatik;Dizel;Hatchback/5;Gri;1598 cc;120 hp;Önden Çekiş;4,1 lt;66 lt;2 boyalı;1.614.900
364;23269768;Skoda;SuperB;1.6 TDI Prestige;2020;77.024 km;Yarı Otomatik;Dizel;Hatchback/5;Gri (Gümüş);1598 cc;120 hp;Önden Çekiş;4,2 lt;66 lt;1 boyalı;1.499.990
358;23590691;Skoda;SuperB;1.6 TDI Premium;2020;80.200 km;Yarı Otomatik;Dizel;Hatchback/5;Gri;1598 cc;120 hp;Önden Çekiş;4,2 lt;66 lt;Belirtilmemiş;1.357.950
774;23499961;Skoda;SuperB;1.6 TDI Premium;2020;82.744 km;Yarı Otomatik;Dizel;Hatchback/5;Gri;1598 cc;120 hp;Önden Çekiş;4,2 lt;66 lt;2 değişen, 3 boyalı;1.275.900
294;23752531;Skoda;SuperB;1.6 TDI Prestige;2020;84.000 km;Yarı Otomatik;Dizel;Hatchback/5;Gri (Gümüş);1598 cc;120 hp;Önden Çekiş;4,2 lt;66 lt;Belirtilmemiş;1.479.750
726;23229615;Skoda;SuperB;1.6 TDI Prestige;2020;84.000 km;Yarı Otomatik;Dizel;Hatchback/5;Gri (Gümüş);1598 cc;120 hp;Önden Çekiş;4,2 lt;66 lt;2 boyalı;1.615.000
410;23584169;Skoda;SuperB;1.6 TDI Active;2020;85.000 km;Yarı Otomatik;Dizel;Hatchback/5;Gri;1598 cc;120 hp;Önden Çekiş;4,1 lt;66 lt;1 değişen;1.299.000
928;23612797;Skoda;SuperB;1.6 TDI Prestige;2020;85.000 km;Yarı Otomatik;Dizel;Hatchback/5;Siyah;1598 cc;120 hp;Önden Çekiş;4,2 lt;66 lt;Belirtilmemiş;1.825.000
770;23500233;Skoda;SuperB;1.6 TDI Premium;2020;89.781 km;Yarı Otomatik;Dizel;Hatchback/5;Gri;1598 cc;120 hp;Önden Çekiş;4,2 lt;66 lt;5 değişen;1.255.900
772;23500136;Skoda;SuperB;1.6 TDI Premium;2020;92.186 km;Yarı Otomatik;Dizel;Hatchback/5;Gri;1598 cc;120 hp;Önden Çekiş;4,2 lt;66 lt;1 değişen, 3 boyalı;1.295.900
527;23710535;Skoda;SuperB;1.6 TDI Elite;2020;97.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1598 cc;120 hp;Önden Çekiş;4,2 lt;66 lt;"
Tamamı orjinal
";1.450.000
1288;23458061;Skoda;SuperB;1.6 TDI Prestige;2020;97.000 km;Yarı Otomatik;Dizel;Hatchback/5;Füme;1598 cc;120 hp;Önden Çekiş;4,2 lt;66 lt;"
Tamamı orjinal
";1.820.000
652;22552876;Skoda;SuperB;1.6 TDI Prestige;2020;98.500 km;Yarı Otomatik;Dizel;Gri;Hatchback/5;1598 cc;120 hp;Önden Çekiş;4,2 lt;66 lt;"
Tamamı orjinal
";1.700.000
361;23666507;Skoda;SuperB;1.6 TDI Prestige;2019;104.000 km;Yarı Otomatik;Dizel;Station wagon;Gri;1598 cc;120 hp;Önden Çekiş;3,9 lt;66 lt;Belirtilmemiş;1.449.950
1067;22927806;Skoda;SuperB;1.6 TDI Style;2019;123.000 km;Yarı Otomatik;Dizel;Hatchback/5;Beyaz;1598 cc;120 hp;Önden Çekiş;4,1 lt;66 lt;Belirtilmemiş;1.410.000
677;23328639;Skoda;SuperB;1.6 TDI Style;2019;130.000 km;Yarı Otomatik;Dizel;-;Hatchback/5;1598 cc;120 hp;Önden Çekiş;4,1 lt;66 lt;3 boyalı;1.350.000
