,Yaş,Kilometre,Motor Hacmi,Motor Gücü,Ortalama Yakıt Tüketimi,Depo Hacmi,Fiyat,log_Fiyat,Ford,Opel,Renault,Skoda,Toyota,Volkswagen,Vites Tipi,Hasar Durumu
13659,6,275000.0,1248,95,4.1,45.0,510000,13.142166004700508,False,False,False,False,False,False,1.0,1
13660,7,135000.0,1248,95,4.1,45.0,550000,13.217673557208654,False,False,False,False,False,False,1.0,0
13661,3,41000.0,1368,95,5.7,45.0,710000,13.473020249017498,False,False,False,False,False,False,1.0,1
13662,9,312000.0,1248,95,4.9,45.0,409950,12.923790480024325,False,False,False,False,False,False,1.0,1
13663,4,20400.0,1598,110,6.3,50.0,790000,13.579788224443204,False,False,False,False,False,False,2.0,1
13664,2,50000.0,1368,95,6.4,45.0,675000,13.422467969854667,False,False,False,False,False,False,1.0,1
13665,3,130000.0,1598,120,3.9,45.0,695000,13.45166712454693,False,False,False,False,False,False,1.5,0
13666,11,180000.0,1248,75,4.2,45.0,440000,12.994530005894443,False,False,False,False,False,False,1.0,1
13667,10,165000.0,1598,105,4.7,50.0,654100,13.391015523949305,False,False,False,False,False,False,1.0,0
13668,8,74800.0,1248,85,4.2,50.0,719900,13.486867592457394,False,False,False,False,False,False,1.0,1
13669,0,6200.0,1368,95,6.4,45.0,752900,13.531687695838214,False,False,False,False,False,False,1.0,1
13670,3,157000.0,1598,120,3.8,50.0,788000,13.577253368840017,False,False,False,False,False,False,1.5,0
13671,3,114200.0,1248,95,4.1,45.0,640000,13.369223455335854,False,False,False,False,False,False,1.0,1
13672,10,198200.0,1248,95,4.9,45.0,475000,13.071070083016778,False,False,False,False,False,False,1.0,1
13673,7,131500.0,1368,95,5.7,50.0,675000,13.422467969854667,False,False,False,False,False,False,1.0,0
13674,7,163000.0,1248,95,4.9,45.0,513000,13.148031124152906,False,False,False,False,False,False,1.0,0
13675,6,140000.0,1368,140,6.6,45.0,1450000,14.187074114396758,False,False,False,False,False,False,2.0,0
13676,7,93000.0,1368,95,5.7,45.0,645000,13.37700559577791,False,False,False,False,False,False,1.0,1
13677,4,55000.0,1368,95,5.7,45.0,699000,13.457406021215947,False,False,False,False,False,False,1.0,1
13678,7,166000.0,1248,95,4.1,45.0,585000,13.279367126213993,False,False,False,False,False,False,1.0,1
13679,7,91600.0,1368,95,5.7,45.0,595000,13.296316684527767,False,False,False,False,False,False,1.0,1
13680,13,346000.0,1248,75,4.1,45.0,305000,12.628067055589549,False,False,False,False,False,False,1.0,0
13681,11,254000.0,1248,95,4.9,45.0,309000,12.641096555879882,False,False,False,False,False,False,1.0,1
13682,8,204000.0,1248,95,4.9,45.0,445500,13.006952525893,False,False,False,False,False,False,1.0,1
13683,5,90000.0,1368,95,5.7,45.0,610000,13.321214236149494,False,False,False,False,False,False,1.0,0
13684,5,125000.0,1248,95,4.1,45.0,615500,13.330190224606644,False,False,False,False,False,False,1.0,1
13685,6,134000.0,1248,95,4.1,45.0,615500,13.330190224606644,False,False,False,False,False,False,1.0,1
13686,4,134000.0,1248,95,4.1,45.0,615000,13.329377546788654,False,False,False,False,False,False,1.0,0
13687,2,33000.0,1598,130,4.3,50.0,849750,13.652697467558362,False,False,False,False,False,False,1.0,1
13688,9,240000.0,1248,95,4.9,45.0,585750,13.280648356370042,False,False,False,False,False,False,1.0,1
13689,3,70000.0,1248,95,3.7,50.0,785000,13.573438996764546,False,False,False,False,False,False,1.0,1
13690,6,199300.0,1248,95,4.9,45.0,460000,13.038981768465277,False,False,False,False,False,False,1.0,1
13691,11,141000.0,1248,95,4.2,45.0,539750,13.198861348377054,False,False,False,False,False,False,1.5,1
13692,3,27000.0,1368,95,5.7,45.0,655000,13.39239051461739,False,False,False,False,False,False,1.0,1
13693,6,189000.0,1248,95,4.9,45.0,565000,13.244581010128577,False,False,False,False,False,False,1.0,1
13694,1,7000.0,1469,130,5.0,50.0,1200000,13.997832114758229,False,False,False,False,False,False,2.0,1
13695,1,10000.0,1248,95,4.1,50.0,839900,13.641038116113718,False,False,False,False,False,False,1.0,1
13696,5,180000.0,1248,95,4.1,45.0,585000,13.279367126213993,False,False,False,False,False,False,1.0,0
13697,3,37000.0,1368,95,5.7,45.0,570000,13.253391639810733,False,False,False,False,False,False,1.0,1
13698,6,267000.0,1598,120,3.9,45.0,610000,13.321214236149494,False,False,False,False,False,False,1.5,0
13699,7,119000.0,1248,95,4.9,45.0,530000,13.180632285528304,False,False,False,False,False,False,1.0,0
13700,6,105000.0,1598,110,6.3,45.0,769900,13.554015915266142,False,False,False,False,False,False,2.0,1
13701,10,210550.0,1248,95,4.9,45.0,477500,13.076319438902923,False,False,False,False,False,False,1.0,1
13702,6,173000.0,1248,95,4.1,45.0,610000,13.321214236149494,False,False,False,False,False,False,1.0,1
13703,4,95000.0,1248,95,4.1,45.0,679500,13.429112512573335,False,False,False,False,False,False,1.0,1
13704,11,240000.0,1248,75,4.1,45.0,407000,12.916568464424731,False,False,False,False,False,False,1.0,1
13705,5,58000.0,1368,95,5.7,45.0,690000,13.444446876573442,False,False,False,False,False,False,1.0,1
13706,3,136000.0,1248,95,4.1,45.0,599999,13.304683267530228,False,False,False,False,False,False,1.0,1
13707,3,110000.0,1248,95,4.1,45.0,625000,13.345506928718539,False,False,False,False,False,False,1.0,0
13708,5,142800.0,1248,95,4.1,45.0,630000,13.353475098367715,False,False,False,False,False,False,1.0,0
13709,3,30000.0,1368,95,5.7,45.0,825000,13.623138665316818,False,False,False,False,False,False,1.0,0
13710,6,193000.0,1598,120,4.2,45.0,710000,13.473020249017498,False,False,False,False,False,False,1.0,1
13711,10,182000.0,1248,75,4.2,45.0,465000,13.049792684569493,False,False,False,False,False,False,1.0,0
13712,3,44500.0,1368,95,5.7,45.0,715000,13.480037821676145,False,False,False,False,False,False,1.0,1
13713,12,86000.0,1248,90,4.9,45.0,540000,13.199324418540456,False,False,False,False,False,False,1.0,0
13714,0,10500.0,1248,95,4.1,50.0,808000,13.602317337503232,False,False,False,False,False,False,1.0,1
13715,0,8400.0,1248,95,4.1,50.0,810000,13.604789526648622,False,False,False,False,False,False,1.0,1
13716,11,248000.0,1248,95,4.9,45.0,399900,12.89896979483491,False,False,False,False,False,False,1.0,0
13717,8,143000.0,1248,95,4.9,45.0,537000,13.193753373491,False,False,False,False,False,False,1.0,1
13718,7,315000.0,1368,95,5.7,45.0,473000,13.06685066747407,False,False,False,False,False,False,1.0,1
13719,9,165000.0,1248,85,4.2,50.0,599000,13.303016877097587,False,False,False,False,False,False,1.0,1
13720,2,29859.0,1368,95,6.6,50.0,779000,13.565766324852886,False,False,False,False,False,False,1.0,1
13721,8,53000.0,1248,95,4.9,45.0,625000,13.345506928718539,False,False,False,False,False,False,1.0,1
13722,7,90000.0,1598,120,4.2,45.0,785000,13.573438996764546,False,False,False,False,False,False,1.0,1
13723,12,196000.0,1248,90,4.9,45.0,425000,12.959844447906553,False,False,False,False,False,False,1.0,0
13724,9,225000.0,1368,77,6.3,45.0,385000,12.86099861326992,False,False,False,False,False,False,1.0,0
13725,3,118000.0,1598,120,3.9,45.0,655000,13.39239051461739,False,False,False,False,False,False,1.5,1
13726,1,70000.0,1469,130,5.0,50.0,755000,13.534473028231162,False,False,False,False,False,False,2.0,0
13727,4,127000.0,1248,95,4.1,45.0,670000,13.415032991367148,False,False,False,False,False,False,1.0,0
13728,10,174000.0,1248,95,4.9,45.0,409000,12.921470435024938,False,False,False,False,False,False,1.0,1
13729,9,113000.0,1368,77,6.3,45.0,486000,13.093963902882631,False,False,False,False,False,False,1.0,1
13730,11,200500.0,1248,90,4.9,45.0,466500,13.053013299269535,False,False,False,False,False,False,1.0,0
13731,13,194000.0,1368,77,5.9,45.0,555000,13.226723392728571,False,False,False,False,False,False,1.0,0
13732,10,178000.0,1248,95,4.9,45.0,465000,13.049792684569493,False,False,False,False,False,False,1.0,0
13733,6,58000.0,1368,95,5.7,45.0,665000,13.407542319637992,False,False,False,False,False,False,1.0,1
13734,7,120000.0,1368,95,5.7,50.0,605000,13.312983737012978,False,False,False,False,False,False,1.0,0
13735,3,7000.0,1368,95,5.7,45.0,715000,13.480037821676145,False,False,False,False,False,False,1.0,1
13736,9,121000.0,1248,95,4.9,45.0,450000,13.017002861746503,False,False,False,False,False,False,1.0,0
13737,3,64000.0,1248,95,4.1,45.0,708000,13.470199372675857,False,False,False,False,False,False,1.0,1
13739,6,97000.0,1598,110,6.3,45.0,780000,13.567049198665774,False,False,False,False,False,False,2.0,1
13741,11,290000.0,1248,95,4.9,45.0,325000,12.691580461311874,False,False,False,False,False,False,1.0,1
13742,12,275000.0,1248,95,4.2,45.0,415000,12.936033799212835,False,False,False,False,False,False,1.0,0
13743,0,6500.0,1368,95,6.4,45.0,749000,13.526494262499357,False,False,False,False,False,False,1.0,1
13744,6,162000.0,1598,120,3.9,45.0,700000,13.458835614025542,False,False,False,False,False,False,1.5,1
13745,9,225000.0,1248,95,4.9,45.0,465000,13.049792684569493,False,False,False,False,False,False,1.0,1
13746,4,85000.0,1248,95,4.1,45.0,599000,13.303016877097587,False,False,False,False,False,False,1.0,1
13747,9,7300.0,1368,77,6.3,45.0,595000,13.296316684527767,False,False,False,False,False,False,1.0,1
13748,12,232000.0,1248,90,4.9,45.0,395000,12.886641043883259,False,False,False,False,False,False,1.0,0
13749,13,138000.0,1248,90,4.9,45.0,470000,13.060487973686241,False,False,False,False,False,False,1.0,0
13750,7,174000.0,1248,95,4.1,45.0,554900,13.226543196313992,False,False,False,False,False,False,1.0,0
13751,3,75000.0,1248,95,4.1,45.0,695000,13.45166712454693,False,False,False,False,False,False,1.0,0
13752,2,32000.0,1368,95,6.4,45.0,745000,13.521139497361697,False,False,False,False,False,False,1.0,1
13753,3,115000.0,1598,120,3.9,45.0,770000,13.554145793829866,False,False,False,False,False,False,1.5,1
13754,5,170000.0,1598,120,3.9,45.0,700000,13.458835614025542,False,False,False,False,False,False,1.5,0
13755,10,265000.0,1248,95,4.9,45.0,444500,13.004705333936096,False,False,False,False,False,False,1.0,1
13756,12,154000.0,1248,75,4.7,45.0,452000,13.021437458814368,False,False,False,False,False,False,1.0,1
13757,11,199999.0,1248,95,4.2,45.0,565000,13.244581010128577,False,False,False,False,False,False,1.5,1
13758,2,27500.0,1368,95,5.7,45.0,685000,13.437174117244362,False,False,False,False,False,False,1.0,1
13759,6,182000.0,1248,95,4.1,45.0,585000,13.279367126213993,False,False,False,False,False,False,1.0,0
13760,3,136000.0,1598,120,3.9,45.0,769900,13.554015915266142,False,False,False,False,False,False,1.5,1
13762,11,123282.0,1368,77,5.4,45.0,549900,13.217491722495906,False,False,False,False,False,False,1.5,1
13763,12,119000.0,1242,69,4.9,35.0,433000,12.978493006984626,False,False,False,False,False,False,1.0,0
13764,11,221000.0,1598,105,5.0,45.0,405000,12.911642346088676,False,False,False,False,False,False,1.0,1
13765,3,48395.0,1598,120,3.9,50.0,869000,13.67509840424753,False,False,False,False,False,False,1.5,0
13766,5,170000.0,1248,95,4.1,45.0,549750,13.217218908417008,False,False,False,False,False,False,1.0,1
13767,3,89000.0,1598,120,3.9,45.0,705000,13.465953081794405,False,False,False,False,False,False,1.5,1
13768,11,145000.0,1248,90,4.9,45.0,430000,12.971540487669746,False,False,False,False,False,False,1.0,0
13769,3,79856.0,1598,120,3.9,45.0,815000,13.610943392223,False,False,False,False,False,False,1.5,1
13770,8,235000.0,1248,95,4.9,45.0,509000,13.14020329553266,False,False,False,False,False,False,1.0,0
13771,9,93000.0,1248,95,4.9,45.0,565000,13.244581010128577,False,False,False,False,False,False,1.0,0
13772,5,60000.0,1368,95,5.7,45.0,685000,13.437174117244362,False,False,False,False,False,False,1.0,0
13773,7,134000.0,1598,120,3.7,50.0,750000,13.527828485512494,False,False,False,False,False,False,1.0,1
13774,8,185000.0,1248,95,4.9,45.0,505000,13.132313708257497,False,False,False,False,False,False,1.0,1
13775,8,238200.0,1248,95,4.9,45.0,470000,13.060487973686241,False,False,False,False,False,False,1.0,0
13776,6,270000.0,1248,95,4.1,45.0,558900,13.233725845257789,False,False,False,False,False,False,1.0,1
13777,4,133000.0,1248,95,4.1,45.0,645000,13.37700559577791,False,False,False,False,False,False,1.0,1
13778,1,48000.0,1248,95,4.1,45.0,725000,13.493926933836812,False,False,False,False,False,False,1.0,1
13779,4,135000.0,1598,120,3.9,45.0,725000,13.493926933836812,False,False,False,False,False,False,1.5,1
13780,5,219000.0,1598,120,3.9,45.0,699950,13.458764182902971,False,False,False,False,False,False,1.5,0
13781,2,92000.0,1248,95,4.1,50.0,697500,13.455257792677658,False,False,False,False,False,False,1.0,1
13782,8,157000.0,1248,95,4.9,45.0,550000,13.217673557208654,False,False,False,False,False,False,1.0,1
13784,0,7000.0,1248,95,4.1,50.0,829750,13.628879729582222,False,False,False,False,False,False,1.0,1
13785,4,86064.0,1598,120,3.9,45.0,750000,13.527828485512494,False,False,False,False,False,False,1.5,0
13786,2,82545.0,1598,130,4.3,50.0,648750,13.382802713462235,False,False,False,False,False,False,1.0,0
13787,4,186000.0,1598,120,3.9,45.0,648000,13.381645975334411,False,False,False,False,False,False,1.5,1
13788,3,38000.0,1368,95,5.7,50.0,685000,13.437174117244362,False,False,False,False,False,False,1.0,1
13789,11,197000.0,1248,95,4.9,45.0,412500,12.929991484756872,False,False,False,False,False,False,1.0,0
13790,3,110000.0,1248,95,4.1,45.0,725000,13.493926933836812,False,False,False,False,False,False,1.0,1
13791,1,46321.0,1248,95,4.1,45.0,729900,13.500662817439723,False,False,False,False,False,False,1.0,1
13792,10,310000.0,1248,95,4.9,45.0,420000,12.948009990259552,False,False,False,False,False,False,1.0,0
13793,3,114000.0,1248,95,4.1,45.0,604900,13.312818434095005,False,False,False,False,False,False,1.0,0
13794,3,137000.0,1598,120,3.9,45.0,665000,13.407542319637992,False,False,False,False,False,False,1.5,0
13795,2,85950.0,1368,95,5.7,45.0,609900,13.321050288284548,False,False,False,False,False,False,1.0,0
13796,3,103500.0,1598,120,3.9,45.0,710000,13.473020249017498,False,False,False,False,False,False,1.5,1
13797,4,134000.0,1598,120,3.9,45.0,729000,13.499429010990795,False,False,False,False,False,False,1.5,1
13798,0,6002.0,1368,95,6.4,45.0,748000,13.525158256956614,False,False,False,False,False,False,1.0,1
13799,11,295000.0,1248,90,4.9,45.0,425000,12.959844447906553,False,False,False,False,False,False,1.0,0
13800,2,67957.0,1368,95,5.7,45.0,615750,13.330596315982785,False,False,False,False,False,False,1.0,0
13801,10,115542.0,1248,85,4.2,50.0,700000,13.458835614025542,False,False,False,False,False,False,1.0,1
13802,2,14100.0,1368,95,5.7,45.0,778000,13.564481803160529,False,False,False,False,False,False,1.0,1
13803,4,105000.0,1598,120,3.9,45.0,650000,13.38472764187182,False,False,False,False,False,False,1.5,0
13804,3,73000.0,1368,95,5.7,45.0,675000,13.422467969854667,False,False,False,False,False,False,1.0,0
13805,3,128000.0,1248,95,4.1,45.0,679000,13.428376406540833,False,False,False,False,False,False,1.0,1
13806,7,219000.0,1248,95,4.1,45.0,480000,13.081541382884074,False,False,False,False,False,False,1.0,0
13807,11,257960.0,1248,95,4.9,45.0,465000,13.049792684569493,False,False,False,False,False,False,1.0,0
13808,9,101000.0,1248,75,4.2,45.0,514750,13.151436624890035,False,False,False,False,False,False,1.0,0
13809,7,76000.0,1368,95,5.7,45.0,599000,13.303016877097587,False,False,False,False,False,False,1.0,0
13810,5,120000.0,1598,120,3.8,50.0,738500,13.512376380953572,False,False,False,False,False,False,1.5,1
13811,10,196000.0,1248,95,4.9,45.0,425000,12.959844447906553,False,False,False,False,False,False,1.0,0
13812,10,184200.0,1248,95,4.9,45.0,465000,13.049792684569493,False,False,False,False,False,False,1.0,0
13813,1,9000.0,1368,95,6.4,45.0,740000,13.514405465180353,False,False,False,False,False,False,1.0,1
13814,6,126000.0,1248,95,4.1,45.0,599000,13.303016877097587,False,False,False,False,False,False,1.0,0
13815,10,105000.0,1368,77,6.3,45.0,390000,12.873902018105829,False,False,False,False,False,False,1.0,0
13816,3,29000.0,1368,95,5.7,45.0,715000,13.480037821676145,False,False,False,False,False,False,1.0,1
13817,3,119849.0,1248,95,4.1,45.0,645000,13.37700559577791,False,False,False,False,False,False,1.0,1
13818,8,247000.0,1248,95,4.9,45.0,419750,12.947414574939787,False,False,False,False,False,False,1.0,0
13819,3,154877.0,1248,95,4.1,45.0,559000,13.233904752137237,False,False,False,False,False,False,1.0,0
13820,3,133224.0,1598,120,3.9,50.0,779000,13.565766324852886,False,False,False,False,False,False,1.5,0
13821,12,174000.0,1598,120,4.6,58.0,636750,13.364132392841704,False,False,False,False,False,False,1.5,1
13822,10,155000.0,1248,95,4.9,45.0,470000,13.060487973686241,False,False,False,False,False,False,1.0,1
13823,12,194900.0,1248,90,4.9,45.0,445000,13.005829561148378,False,False,False,False,False,False,1.0,0
13824,1,17000.0,1368,95,6.4,45.0,700000,13.458835614025542,False,False,False,False,False,False,1.0,1
13825,7,130000.0,1368,95,5.7,45.0,565000,13.244581010128577,False,False,False,False,False,False,1.0,0
13826,11,140000.0,1368,105,5.7,45.0,610000,13.321214236149494,False,False,False,False,False,False,1.0,0
13827,1,62333.0,1248,95,4.1,50.0,718000,13.484224848030362,False,False,False,False,False,False,1.0,1
13828,12,189540.0,1368,77,6.2,48.0,379000,12.845291484064564,False,False,False,False,False,False,1.0,0
13829,6,96700.0,1368,95,5.7,45.0,630000,13.353475098367715,False,False,False,False,False,False,1.0,1
13830,11,107000.0,1248,95,4.9,45.0,530000,13.180632285528304,False,False,False,False,False,False,1.0,1
13831,1,61800.0,1248,95,4.1,50.0,714000,13.478638241321722,False,False,False,False,False,False,1.0,1
13832,13,246000.0,1248,90,4.9,45.0,375000,12.834681304952548,False,False,False,False,False,False,1.0,0
13833,7,179000.0,1248,95,4.1,45.0,630000,13.353475098367715,False,False,False,False,False,False,1.0,1
13834,13,232000.0,1248,90,4.9,45.0,450000,13.017002861746503,False,False,False,False,False,False,1.0,0
13835,12,75000.0,1242,69,4.9,35.0,442000,12.999065161059836,False,False,False,False,False,False,1.0,0
13836,4,53000.0,1248,95,4.1,45.0,730000,13.500799813124575,False,False,False,False,False,False,1.0,1
13837,1,48357.0,1598,130,4.4,50.0,848000,13.65063591477404,False,False,False,False,False,False,1.5,1
13838,8,75000.0,1248,95,4.9,45.0,550000,13.217673557208654,False,False,False,False,False,False,1.0,0
13839,11,218000.0,1248,95,4.9,45.0,550000,13.217673557208654,False,False,False,False,False,False,1.0,1
13840,11,324000.0,1248,75,4.1,45.0,410000,12.92391243868049,False,False,False,False,False,False,1.0,0
13841,8,282000.0,1248,95,4.9,45.0,430000,12.971540487669746,False,False,False,False,False,False,1.0,1
13842,7,185000.0,1598,120,3.9,45.0,668000,13.412043452518782,False,False,False,False,False,False,1.5,0
13843,3,65000.0,1368,95,5.7,45.0,650000,13.38472764187182,False,False,False,False,False,False,1.0,1
13844,7,200000.0,1248,95,4.1,45.0,555000,13.226723392728571,False,False,False,False,False,False,1.0,1
13845,12,165000.0,1248,90,4.9,45.0,480000,13.081541382884074,False,False,False,False,False,False,1.0,0
13846,4,62000.0,1368,95,5.7,45.0,620000,13.337474757021274,False,False,False,False,False,False,1.0,1
13847,6,168500.0,1248,95,4.1,45.0,526000,13.173056491719846,False,False,False,False,False,False,1.0,0
13848,3,113000.0,1248,95,4.1,45.0,685000,13.437174117244362,False,False,False,False,False,False,1.0,1
13849,9,121000.0,1248,95,4.9,45.0,540000,13.199324418540456,False,False,False,False,False,False,1.0,0
13850,3,131000.0,1368,95,5.7,45.0,590000,13.287877815881902,False,False,False,False,False,False,1.0,0
13851,0,8500.0,1368,95,6.4,45.0,760000,13.541073712262515,False,False,False,False,False,False,1.0,1
13852,3,75000.0,1598,120,3.9,45.0,675000,13.422467969854667,False,False,False,False,False,False,1.5,0
13853,12,200000.0,1368,77,5.9,45.0,560000,13.235692062711331,False,False,False,False,False,False,1.0,1
13854,5,61700.0,1248,95,4.1,45.0,743000,13.518451323699896,False,False,False,False,False,False,1.0,1
13855,10,115000.0,1368,77,5.7,45.0,530000,13.180632285528304,False,False,False,False,False,False,1.0,1
13856,2,23000.0,1368,95,6.6,50.0,780000,13.567049198665774,False,False,False,False,False,False,1.0,0
13857,9,125000.0,1248,95,4.9,45.0,455000,13.028052697933088,False,False,False,False,False,False,1.0,0
13858,4,123000.0,1368,95,5.7,45.0,625000,13.345506928718539,False,False,False,False,False,False,1.0,0
13859,9,195000.0,1248,95,4.9,45.0,445000,13.005829561148378,False,False,False,False,False,False,1.0,0
13860,4,59950.0,1368,95,5.7,45.0,635500,13.362167369611646,False,False,False,False,False,False,1.0,1
13861,1,24000.0,1368,95,6.4,45.0,745000,13.521139497361697,False,False,False,False,False,False,1.0,1
13862,1,35000.0,1368,95,6.4,45.0,695000,13.45166712454693,False,False,False,False,False,False,1.0,1
13863,2,59000.0,1598,130,4.3,50.0,690000,13.444446876573442,False,False,False,False,False,False,1.0,1
13864,11,185400.0,1248,95,4.9,45.0,390000,12.873902018105829,False,False,False,False,False,False,1.0,0
13865,6,89450.0,1248,95,4.9,45.0,568000,13.249876697703288,False,False,False,False,False,False,1.0,1
13866,12,220000.0,1248,90,4.9,45.0,450000,13.017002861746503,False,False,False,False,False,False,1.0,0
13867,2,32000.0,1368,95,6.4,45.0,690000,13.444446876573442,False,False,False,False,False,False,1.0,0
13868,8,130000.0,1248,95,4.9,45.0,459950,13.038873066905303,False,False,False,False,False,False,1.0,1
13869,4,136500.0,1248,95,4.1,45.0,565000,13.244581010128577,False,False,False,False,False,False,1.0,0
13870,5,146773.0,1598,120,3.9,45.0,715000,13.480037821676145,False,False,False,False,False,False,1.5,0
13871,11,271000.0,1598,105,5.0,45.0,412750,12.930597361782375,False,False,False,False,False,False,1.0,0
13872,6,241000.0,1248,95,4.9,45.0,462750,13.044942230435744,False,False,False,False,False,False,1.0,0
13873,11,178173.0,1248,75,4.2,45.0,460000,13.038981768465277,False,False,False,False,False,False,1.0,1
13874,9,100000.0,1248,95,4.9,45.0,539500,13.198398063680326,False,False,False,False,False,False,1.0,1
13875,2,83000.0,1368,95,6.4,45.0,695000,13.45166712454693,False,False,False,False,False,False,1.0,1
13876,3,143500.0,1248,95,4.1,45.0,620000,13.337474757021274,False,False,False,False,False,False,1.0,1
13877,10,167000.0,1248,75,4.1,45.0,460000,13.038981768465277,False,False,False,False,False,False,1.0,0
13878,0,6001.0,1368,95,6.4,45.0,733000,13.504900980868788,False,False,False,False,False,False,1.0,1
13879,1,30000.0,1368,95,6.4,45.0,663000,13.404530269168,False,False,False,False,False,False,1.0,0
13880,3,37000.0,1368,95,5.7,45.0,691000,13.445895102749807,False,False,False,False,False,False,1.0,1
13881,9,207000.0,1248,95,4.9,45.0,490000,13.102160670086809,False,False,False,False,False,False,1.0,0
13882,6,205000.0,1248,95,4.1,45.0,600000,13.304684934198283,False,False,False,False,False,False,1.0,1
13883,11,208000.0,1248,90,4.9,45.0,425000,12.959844447906553,False,False,False,False,False,False,1.0,1
13884,3,50500.0,1368,95,5.7,45.0,680000,13.42984807715229,False,False,False,False,False,False,1.0,1
13885,3,121000.0,1248,95,4.1,45.0,609000,13.319573546692034,False,False,False,False,False,False,1.0,1
13886,2,62000.0,1368,95,6.4,45.0,632500,13.357435499583813,False,False,False,False,False,False,1.0,0
13887,8,99000.0,1248,95,4.9,45.0,616000,13.331002242515657,False,False,False,False,False,False,1.0,1
13888,2,32000.0,1368,95,5.7,45.0,668000,13.412043452518782,False,False,False,False,False,False,1.0,1
13889,4,110000.0,1248,95,4.1,45.0,599000,13.303016877097587,False,False,False,False,False,False,1.0,1
13890,11,243000.0,1248,95,4.9,45.0,486500,13.094992180608196,False,False,False,False,False,False,1.0,0
13891,9,134000.0,1248,95,4.9,45.0,520000,13.16158409055761,False,False,False,False,False,False,1.0,1
13892,4,18600.0,1368,95,5.7,50.0,680000,13.42984807715229,False,False,False,False,False,False,1.0,1
13893,0,6001.0,1368,95,6.4,45.0,828000,13.626768433367397,False,False,False,False,False,False,1.0,1
13894,0,9000.0,1368,95,6.4,45.0,769000,13.55284624848778,False,False,False,False,False,False,1.0,1
13895,1,10200.0,1368,95,6.6,50.0,785000,13.573438996764546,False,False,False,False,False,False,1.0,1
13896,12,202000.0,1248,95,4.1,45.0,550000,13.217673557208654,False,False,False,False,False,False,1.5,1
13897,6,132500.0,1598,120,4.2,45.0,810000,13.604789526648622,False,False,False,False,False,False,1.0,1
13898,8,161000.0,1248,95,4.9,45.0,550000,13.217673557208654,False,False,False,False,False,False,1.0,0
13899,1,11000.0,1368,95,6.4,45.0,690000,13.444446876573442,False,False,False,False,False,False,1.0,1
13900,7,182000.0,1248,95,4.1,45.0,545000,13.208541073645382,False,False,False,False,False,False,1.0,0
13901,8,168000.0,1248,95,4.9,45.0,460000,13.038981768465277,False,False,False,False,False,False,1.0,0
13902,5,192000.0,1248,95,4.1,45.0,555000,13.226723392728571,False,False,False,False,False,False,1.0,1
13903,13,116000.0,1368,77,6.2,48.0,455000,13.028052697933088,False,False,False,False,False,False,1.0,1
13904,12,292000.0,1368,77,6.2,48.0,345000,12.751299696013497,False,False,False,False,False,False,1.0,0
13905,6,143500.0,1248,95,4.1,45.0,560000,13.235692062711331,False,False,False,False,False,False,1.0,0
13906,6,55555.0,1368,77,6.3,45.0,585000,13.279367126213993,False,False,False,False,False,False,1.0,1
13907,2,53500.0,1368,95,6.4,45.0,685000,13.437174117244362,False,False,False,False,False,False,1.0,1
13908,5,136000.0,1248,95,4.1,45.0,680000,13.42984807715229,False,False,False,False,False,False,1.0,0
13909,6,72000.0,1248,95,4.1,45.0,735000,13.507625778194974,False,False,False,False,False,False,1.0,1
13910,11,170000.0,1598,105,5.1,45.0,490000,13.102160670086809,False,False,False,False,False,False,1.0,0
13911,4,106000.0,1248,95,4.1,45.0,750000,13.527828485512494,False,False,False,False,False,False,1.0,1
13912,8,113065.0,1248,95,4.9,45.0,570000,13.253391639810733,False,False,False,False,False,False,1.0,1
13913,8,135000.0,1248,95,4.1,45.0,655000,13.39239051461739,False,False,False,False,False,False,1.0,0
13914,3,12956.0,1248,95,3.7,50.0,890000,13.698976741708323,False,False,False,False,False,False,1.0,1
13915,1,35950.0,1368,95,6.6,50.0,795000,13.58609739363647,False,False,False,False,False,False,1.0,1
13916,3,131470.0,1248,95,4.1,45.0,647000,13.380101573483037,False,False,False,False,False,False,1.0,1
13917,2,53000.0,1368,95,5.7,45.0,695000,13.45166712454693,False,False,False,False,False,False,1.0,1
13918,3,69800.0,1598,120,3.9,45.0,777950,13.564417533743109,False,False,False,False,False,False,1.5,1
13919,11,190000.0,1248,95,4.9,45.0,455000,13.028052697933088,False,False,False,False,False,False,1.0,1
13920,1,24000.0,1469,130,5.0,50.0,849750,13.652697467558362,False,False,False,False,False,False,2.0,1
13921,3,38500.0,1248,95,4.1,45.0,727500,13.497369278027785,False,False,False,False,False,False,1.0,1
13922,11,207000.0,1248,95,4.9,45.0,435000,12.983101310070822,False,False,False,False,False,False,1.0,1
13923,7,100000.0,1368,95,5.7,45.0,725000,13.493926933836812,False,False,False,False,False,False,1.0,1
13924,4,70000.0,1368,95,5.7,45.0,725000,13.493926933836812,False,False,False,False,False,False,1.0,1
13925,3,78000.0,1248,95,4.1,45.0,690000,13.444446876573442,False,False,False,False,False,False,1.0,1
13926,3,48000.0,1368,95,5.7,45.0,689750,13.444084492079533,False,False,False,False,False,False,1.0,1
13927,8,214000.0,1248,95,4.9,45.0,465000,13.049792684569493,False,False,False,False,False,False,1.0,1
13928,2,18500.0,1368,95,6.4,45.0,629500,13.35268113246654,False,False,False,False,False,False,1.0,0
13929,1,35000.0,1368,95,5.7,45.0,725000,13.493926933836812,False,False,False,False,False,False,1.0,1
